-0.0507,0.0546,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0429,0.0507,-0.9906;
-0.0429,0.0546,-0.9945;
-0.0429,0.0546,-0.9945;
-0.0351,0.0624,-0.9984;
-0.0429,0.0585,-0.9945;
-0.0429,0.0585,-0.9945;
-0.039,0.0585,-0.9945;
-0.039,0.0546,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0468,0.0624,-0.9945;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0468,0.0546,-1.0023;
-0.039,0.0585,-0.9945;
-0.039,0.0585,-0.9945;
-0.039,0.0624,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0312,0.0585,-0.9945;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0468,0.0546,-0.9945;
-0.0468,0.0585,-0.9945;
-0.039,0.0546,-0.9945;
-0.039,0.0585,-0.9984;
-0.0351,0.0585,-0.9906;
-0.0351,0.0585,-0.9906;
-0.039,0.0585,-0.9945;
-0.0312,0.0546,-0.9945;
-0.0273,0.0585,-0.9906;
-0.0468,0.0585,-0.9984;
-0.0468,0.0585,-0.9984;
-0.0585,0.0546,-0.9945;
-0.0663,0.0585,-0.9945;
-0.0663,0.0585,-0.9945;
-0.0585,0.0585,-0.9945;
-0.0429,0.0585,-0.9945;
-0.039,0.0546,-0.9945;
-0.0351,0.0624,-0.9984;
-0.039,0.0585,-0.9945;
-0.039,0.0585,-0.9945;
-0.039,0.0585,-0.9984;
-0.039,0.0585,-0.9984;
-0.039,0.0585,-0.9984;
-0.0429,0.0546,-0.9984;
-0.039,0.0507,-0.9945;
-0.0429,0.0546,-0.9984;
-0.039,0.0585,-0.9945;
-0.039,0.0585,-0.9945;
-0.039,0.0585,-0.9984;
-0.0429,0.0585,-0.9945;
-0.0429,0.0585,-0.9945;
-0.0468,0.0624,-0.9984;
-0.0507,0.0585,-0.9984;
-0.0507,0.0585,-0.9984;
-0.0507,0.0585,-0.9984;
-0.0468,0.0585,-0.9945;
-0.0273,0.0546,-0.9945;
-0.0273,0.0546,-0.9945;
-0.0429,0.0585,-0.9945;
-0.0546,0.0624,-0.9984;
-0.0546,0.0624,-0.9984;
-0.0468,0.0585,-0.9945;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0312,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0468,0.0507,-0.9945;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0546,0.0546,-0.9945;
-0.0546,0.0546,-0.9945;
-0.039,0.0624,-0.9984;
-0.0351,0.0624,-0.9945;
-0.0351,0.0624,-0.9945;
-0.0312,0.0507,-0.9945;
-0.0312,0.0585,-0.9945;
-0.0351,0.0585,-0.9945;
-0.0351,0.0585,-0.9945;
-0.0273,0.0546,-0.9945;
-0.0468,0.0624,-0.9945;
-0.0468,0.0624,-0.9945;
-0.0429,0.0546,-0.9984;
-0.0546,0.0546,-0.9984;
-0.0546,0.0546,-0.9984;
-0.0507,0.0624,-1.0023;
-0.0468,0.0624,-0.9945;
-0.0468,0.0585,-0.9984;
-0.0468,0.0585,-0.9984;
-0.0351,0.0546,-0.9945;
-0.0312,0.0585,-0.9945;
-0.0312,0.0585,-0.9945;
-0.039,0.0585,-0.9906;
-0.0351,0.0624,-0.9945;
-0.0468,0.0585,-0.9945;
-0.039,0.0585,-0.9945;
-0.0429,0.0546,-0.9945;
-0.0429,0.0546,-0.9945;
-0.0546,0.0585,-0.9945;
-0.0507,0.0507,-0.9945;
-0.0507,0.0507,-0.9945;
-0.0429,0.0585,-0.9984;
-0.0429,0.0546,-0.9945;
-0.0273,0.0546,-0.9984;
-0.0273,0.0546,-0.9984;
-0.0195,0.0546,-0.9945;
-0.0351,0.0546,-0.9984;
-0.0351,0.0546,-0.9984;
-0.0234,0.0585,-0.9945;
-0.0312,0.0546,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0429,0.0585,-0.9945;
-0.0429,0.0585,-0.9945;
-0.0468,0.0546,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0546,0.0585,-0.9945;
-0.0468,0.0546,-0.9984;
-0.0546,0.0507,-0.9984;
-0.0546,0.0507,-0.9984;
-0.0468,0.0585,-0.9906;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0429,0.0585,-0.9945;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.039,0.0585,-0.9984;
-0.0351,0.0585,-0.9906;
-0.0429,0.0585,-0.9945;
-0.0429,0.0585,-0.9945;
-0.0468,0.0546,-0.9945;
-0.0546,0.0546,-0.9945;
-0.0546,0.0546,-0.9945;
-0.0429,0.0546,-0.9984;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0429,0.0624,-0.9945;
-0.0468,0.0546,-0.9984;
-0.0468,0.0546,-0.9984;
-0.0429,0.0585,-0.9984;
-0.0468,0.0546,-0.9945;
-0.0468,0.0546,-0.9906;
-0.0468,0.0546,-0.9906;
-0.039,0.0585,-0.9945;
-0.0507,0.0585,-0.9984;
-0.0468,0.0585,-0.9984;
-0.0429,0.0585,-0.9945;
-0.0312,0.0585,-0.9945;
-0.0312,0.0585,-0.9945;
-0.0507,0.0585,-0.9906;
-0.0507,0.0585,-0.9945;
-0.0429,0.0546,-0.9945;
-0.0351,0.0546,-0.9945;
-0.0351,0.0468,-0.9945;
-0.0351,0.0468,-0.9945;
-0.0351,0.0507,-0.9945;
-0.0429,0.0507,-0.9945;
-0.0429,0.0507,-0.9945;
-0.0468,0.0546,-0.9906;
-0.0546,0.0585,-0.9945;
-0.0546,0.0585,-0.9945;
-0.0546,0.0585,-0.9906;
-0.0585,0.0585,-0.9906;
-0.0546,0.0624,-0.9945;
-0.0546,0.0624,-0.9945;
-0.0585,0.0624,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0546,0.0546,-0.9945;
-0.0507,0.0585,-0.9984;
-0.0507,0.0585,-0.9984;
-0.0273,0.0507,-0.9945;
-0.0234,0.0507,-0.9945;
-0.0234,0.0507,-0.9945;
-0.0351,0.0546,-0.9945;
-0.0312,0.0546,-0.9945;
-0.0468,0.0585,-0.9906;
-0.0468,0.0585,-0.9906;
-0.0585,0.0546,-0.9906;
-0.0585,0.0546,-0.9945;
-0.0546,0.0546,-0.9984;
-0.0546,0.0546,-0.9984;
-0.0468,0.0546,-0.9906;
-0.0351,0.0546,-0.9984;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0429,0.0546,-0.9945;
-0.0429,0.0585,-0.9945;
-0.0468,0.0585,-0.9906;
-0.0546,0.0585,-0.9945;
-0.0507,0.0585,-0.9984;
-0.0507,0.0546,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0429,0.0585,-0.9984;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0429,0.0546,-0.9945;
-0.0546,0.0585,-0.9984;
-0.0546,0.0585,-0.9984;
-0.0507,0.0546,-0.9984;
-0.0546,0.0585,-0.9945;
-0.0546,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0429,0.0546,-0.9984;
-0.039,0.0546,-0.9984;
-0.039,0.0546,-0.9984;
-0.039,0.0546,-0.9984;
-0.0234,0.0507,-0.9945;
-0.0312,0.0546,-0.9945;
-0.0312,0.0546,-0.9945;
-0.0429,0.0507,-0.9945;
-0.0468,0.0546,-0.9984;
-0.0468,0.0546,-0.9984;
-0.0546,0.0546,-0.9984;
-0.0585,0.0585,-0.9945;
-0.0585,0.0624,-0.9945;
-0.0585,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0507,0.0546,-0.9906;
-0.0507,0.0546,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0468,0.0585,-0.9906;
-0.0351,0.0546,-0.9984;
-0.0351,0.0546,-0.9984;
-0.039,0.0546,-0.9906;
-0.0546,0.0507,-0.9945;
-0.0546,0.0507,-0.9945;
-0.0546,0.0624,-0.9984;
-0.0585,0.0546,-0.9945;
-0.0585,0.0546,-0.9945;
-0.0585,0.0585,-0.9867;
-0.0546,0.0546,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0351,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0429,0.0507,-0.9984;
-0.0468,0.0546,-0.9945;
-0.0546,0.0585,-0.9945;
-0.0546,0.0585,-0.9945;
-0.0546,0.0585,-0.9984;
-0.0507,0.0585,-0.9945;
-0.0507,0.0546,-0.9945;
-0.0507,0.0546,-0.9945;
-0.039,0.0624,-0.9945;
-0.039,0.0585,-0.9984;
-0.039,0.0585,-0.9984;
-0.0351,0.0585,-0.9945;
-0.0468,0.0585,-0.9984;
-0.0507,0.0585,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0585,0.0585,-0.9945;
-0.039,0.0546,-0.9984;
-0.039,0.0546,-0.9984;
-0.0507,0.0546,-0.9984;
-0.0351,0.0468,-0.9945;
-0.0429,0.0546,-0.9945;
-0.0351,0.0546,-0.9984;
-0.0507,0.0624,-0.9945;
-0.0507,0.0624,-0.9945;
-0.0468,0.0546,-0.9945;
-0.0468,0.0546,-0.9945;
-0.0312,0.0546,-0.9906;
-0.0468,0.0546,-0.9945;
-0.0468,0.0585,-0.9945;
-0.039,0.0507,-0.9945;
-0.0351,0.0507,-0.9945;
-0.0351,0.0507,-0.9945;
-0.0546,0.0585,-0.9984;
-0.0585,0.0624,-0.9984;
-0.0585,0.0624,-0.9984;
-0.0585,0.0585,-0.9945;
-0.0585,0.0585,-0.9945;
-0.0585,0.0585,-0.9945;
-0.0429,0.0507,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.039,0.0546,-0.9945;
-0.0312,0.0585,-0.9945;
-0.0429,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0507,0.0585,-0.9945;
-0.039,0.0546,-0.9945;
-0.0507,0.0546,-0.9984;
-0.0468,0.0585,-0.9984;
-0.0468,0.0624,-0.9906;
-0.0468,0.0624,-0.9906;
-0.0468,0.0585,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0351,0.0546,-0.9906;
-0.039,0.0585,-0.9984;
-0.039,0.0585,-0.9984;
-0.0507,0.0585,-0.9828;
-0.0585,0.0585,-0.9945;
-0.0585,0.0585,-0.9945;
-0.0468,0.0585,-0.9984;
-0.039,0.0585,-0.9945;
-0.0351,0.0546,-0.9945;
-0.0351,0.0624,-0.9984;
-0.0468,0.0546,-0.9984;
-0.0624,0.0585,-0.9984;
-0.0468,0.0468,-0.9945;
-0.0468,0.0468,-0.9945;
-0.0429,0.0507,-0.9984;
-0.0312,0.0546,-0.9945;
-0.0312,0.0546,-0.9945;
-0.0507,0.0585,-0.9945;
-0.0468,0.0624,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0468,0.0546,-0.9984;
-0.039,0.0546,-0.9945;
-0.039,0.0546,-0.9945;
-0.0468,0.0585,-0.9945;
-0.0429,0.0546,-0.9984;
-0.0312,0.0546,-0.9984;
